ASV_ID	DA13_01	DA13_02	DA13_04	DA13_05	DA13_06	DA13_07	DA13_08	DA13_09	DA13_10	DA13_11	DA13_12	DA13_13	DA13_14	DA13_15	DA13_16	DA13_17	DA13_18	DA13_19	DA13_20	DA13_21	DA13_22	DA13_23	DA13_24	DA13_25	DA13_26	DA13_27	DA13_28	DA13_29	DA13_30	DA13_31	DA13_32	DA13_33	DA14_01	DA14_02	DA14_03	DA14_04	DA14_05	DA14_06	DA14_07	DA14_08	DA14_09	DA14_10	DA14_11	DA14_12	DA14_13	DA14_14	DA14_15	DA14_16	DA14_17	DA14_18	DA14_19	DA14_20	DA14_21	DA14_22	DA14_23	DA14_24	DA14_25	DA14_26	DA14_27	DA14_28	DA14_29	DA14_30	DA14_31	DA14_32	DA14_33	DA14_34	DA14_35	DA14_36	DA14_37	DA14_38	DA14_39	DA14_40	DA14_41	DA14_42	DA14_43	DA14_44	DA14_45	DA14_46	DA14_47	DA14_48	DA14_49	DA14_50	DA14_51	DA14_52	DA14_53	DA14_54	DA14_55	DA14_56	DA14_57	DA14_58	DA14_59	DA14_60	DA14_61	DA14_62	DA14_63	DA14_64	DA14_65	DA14_66	DA15_01	DA15_02	DA15_03	DA15_04	DA15_05	DA15_06	DA15_07	DA15_08	DA15_09	DA15_10	DA15_11	DA15_12	DA15_13	DA15_14	DA15_15	DA15_16	DA15_17	DA15_18	DA15_19	DA15_20	DA15_21	DA15_22	DA15_23	DA15_24	DA15_25	DA15_26	DA15_27	DA15_28	DA15_29	DA15_30	DA15_31	DA15_32	DA15_33	DA15_34	DA15_35	DA15_36	DA15_37	DA15_38	DA15_39	DA15_40	DA15_41	DA15_42	DA15_43	DA15_44	DA15_45	DA15_46	DA15_47	DA15_48	taxonomy
4e935a68966cfa8727490ce280faae6b	0.0	86.0	0.0	840.0	1431.0	0.0	654.0	561.0	0.0	61.0	50.0	0.0	585.0	0.0	0.0	12.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	17.0	31.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Mesopedinella;Mesopedinella_arctica
9ac13300a7f20d00a183c5639510b5ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.0	0.0	132.0	354.0	0.0	358.0	780.0	485.0	210.0	573.0	268.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	318.0	0.0	369.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187.0	111.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_sp_P._quinquecorne_endosymbiont
653b465c4ff5c5d3945f40887a325f8a	29.0	40.0	0.0	0.0	22.0	0.0	67.0	13.0	0.0	93.0	67.0	8.0	85.0	15.0	0.0	25.0	14.0	63.0	253.0	196.0	44.0	278.0	189.0	0.0	39.0	13.0	146.0	54.0	202.0	37.0	135.0	77.0	0.0	0.0	6.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	9.0	0.0	22.0	24.0	0.0	5.0	0.0	0.0	14.0	0.0	0.0	25.0	20.0	39.0	79.0	36.0	0.0	3.0	9.0	43.0	44.0	0.0	0.0	13.0	0.0	0.0	22.0	0.0	0.0	10.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	31.0	19.0	13.0	22.0	91.0	81.0	0.0	48.0	22.0	42.0	127.0	128.0	33.0	54.0	0.0	0.0	237.0	0.0	0.0	0.0	90.0	33.0	275.0	33.0	25.0	0.0	16.0	0.0	14.0	12.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	45.0	57.0	0.0	19.0	0.0	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae
1d65391248bb1d8a26ed5d8d0f2f8afe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0	29.0	16.0	33.0	308.0	36.0	18.0	36.0	0.0	10.0	11.0	357.0	22.0	25.0	10.0	4.0	2.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	11.0	0.0	20.0	64.0	5.0	17.0	117.0	66.0	354.0	681.0	54.0	82.0	65.0	83.0	40.0	71.0	26.0	105.0	119.0	124.0	35.0	104.0	75.0	36.0	59.0	5.0	11.0	59.0	6.0	62.0	28.0	32.0	11.0	112.0	16.0	150.0	280.0	0.0	0.0	13.0	66.0	6.0	12.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;TSAR;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Parviluciferaceae;Parvilucifera;Parvilucifera_sinerae
5459237955111c0681f507be88a7f611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	18.0	0.0	3.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	16.0	16.0	14.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	20.0	48.0	48.0	90.0	65.0	56.0	0.0	0.0	32.0	16.0	0.0	12.0	0.0	0.0	10.0	0.0	3.0	5.0	18.0	4.0	90.0	5.0	6.0	115.0	0.0	14.0	16.0	2.0	7.0	15.0	0.0	4.0	0.0	6.0	19.0	53.0	2.0	18.0	0.0	0.0	3.0	0.0	0.0	13.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	14.0	3.0	27.0	139.0	0.0	16.0	20.0	9.0	11.0	17.0	3.0	6.0	19.0	18.0	6.0	438.0	21.0	52.0	196.0	66.0	202.0	835.0	64.0	76.0	69.0	144.0	36.0	8.0	178.0	238.0	129.0	0.0	12.0	33.0	0.0	55.0	30.0	Eukaryota
f91dbe69d11c4083460f7d8430a2888d	81.0	0.0	53.0	0.0	3.0	0.0	0.0	0.0	1150.0	102.0	588.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	124.0	245.0	399.0	319.0	271.0	130.0	0.0	70.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	34.0	24.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;TIN_07;Tintinnopsis_07
4eca28f909710896259ee0445e3b0337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	19.0	45.0	0.0	0.0	28.0	0.0	0.0	39.0	0.0	0.0	0.0	134.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	0.0	60.0	0.0	0.0	83.0	21.0	0.0	69.0	0.0	63.0	0.0	102.0	0.0	146.0	0.0	35.0	0.0	223.0	0.0	62.0	47.0	206.0	1327.0	0.0	375.0	250.0	148.0	246.0	56.0	31.0	0.0	93.0	0.0	Eukaryota;Obazoa;Opisthokonta;Ichthyosporea;Ichthyophonida;Abeoformidae
223ec1b211494f64769cfd17f04663f2	145.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	40.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	40.0	933.0	0.0	53.0	0.0	0.0	1713.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	12.0	0.0	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Canuella;Canuella_perplexa
7321a0099f5738e66445f38fc83dd515	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	634.0	1654.0	0.0	31.0	0.0	11.0	16.0	14.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	20.0	39.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	11.0	105.0	39.0	117.0	143.0	24.0	0.0	19.0	0.0	0.0	0.0	52.0	222.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	17.0	0.0	0.0	22.0	7.0	7.0	0.0	0.0	357.0	6.0	179.0	0.0	0.0	0.0	4.0	8.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Ostreoida;Crassostrea;Crassostrea_gigas
ff5e631dda4391df3bc48dac780e7092	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	307.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	12.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	158.0	305.0	84.0	610.0	214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	21.0	0.0	0.0	0.0	0.0	5.0	0.0	10.0	76.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	367.0	150.0	0.0	6.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	415.0	184.0	25.0	25.0	82.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	192.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	33.0	0.0	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Cirriformia;Cirriformia_tentaculata
73ceb0233013a937beccedc1f0d57312	0.0	0.0	0.0	0.0	188.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	635.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	410.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	218.0	0.0	0.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0	0.0	0.0	0.0	0.0	134.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314.0	0.0	505.0	0.0	0.0	258.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	212.0	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_lucimarinus
1f726c4a27de20e772711f75dbdc7436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	28.0	71.0	201.0	1004.0	31.0	154.0	983.0	89.0	38.0	76.0	40.0	75.0	105.0	77.0	26.0	132.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	131.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	115.0	0.0	81.0	31.0	0.0	0.0	57.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Dino-Group-II-Clade-4_X;Dino-Group-II-Clade-4_X_sp.
e30a5538e72ca25f41d515bc6bd55b4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	107.0	124.0	0.0	0.0	0.0	34.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	0.0	911.0	316.0	572.0	99.0	55.0	0.0	304.0	62.0	148.0	237.0	0.0	48.0	106.0	0.0	0.0	79.0	33.0	118.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax
233c8e84a0b78d2dacf96a47bc1cfc13	0.0	0.0	0.0	20.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	350.0	266.0	0.0	142.0	51.0	0.0	0.0	0.0	27.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	25.0	0.0	38.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	1492.0	55.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	86.0	0.0	16.0	12.0	0.0	0.0	34.0	0.0	0.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	370.0	132.0	4.0	0.0	0.0	13.0	0.0	0.0	24.0	0.0	0.0	0.0	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Ulvophyceae;Ulvales-relatives;Ulvales-relatives_X;Ulva;Ulva_clathrata
51c76d3a266bd0233861a5df50dece8c	0.0	26.0	0.0	64.0	238.0	0.0	15.0	188.0	0.0	23.0	17.0	0.0	24.0	0.0	5.0	16.0	89.0	0.0	20.0	173.0	0.0	21.0	21.0	0.0	42.0	79.0	12.0	49.0	400.0	0.0	23.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	11.0	0.0	11.0	15.0	13.0	40.0	155.0	0.0	0.0	31.0	0.0	0.0	12.0	0.0	11.0	19.0	0.0	0.0	16.0	0.0	0.0	6.0	0.0	0.0	12.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	12.0	0.0	0.0	10.0	0.0	24.0	79.0	0.0	34.0	207.0	0.0	115.0	362.0	0.0	0.0	125.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	30.0	4.0	45.0	37.0	35.0	0.0	125.0	6.0	12.0	30.0	12.0	0.0	25.0	0.0	11.0	45.0	0.0	24.0	53.0	18.0	14.0	15.0	141.0	17.0	38.0	0.0	15.0	54.0	Eukaryota;TSAR;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-50;Dino-Group-II-Clade-50_X;Dino-Group-II-Clade-50_X_sp.
ef7e79c644cf2069506b8d7f65213321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	704.0	102.0	382.0	32.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	15.0	0.0	32.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	242.0	612.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	8.0	113.0	0.0	0.0	43.0	0.0	0.0	0.0	111.0	16.0	576.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	59.0	24.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	32.0	0.0	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Rhabdonellidae;Schmidingerella
95db09d2ec0661b482df2a28e5ba7ba7	0.0	33.0	13.0	43.0	33.0	0.0	402.0	200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	33.0	210.0	14.0	239.0	187.0	0.0	41.0	30.0	0.0	58.0	0.0	0.0	67.0	0.0	7.0	77.0	24.0	30.0	147.0	83.0	0.0	51.0	77.0	0.0	0.0	0.0	0.0	63.0	18.0	4.0	46.0	11.0	18.0	149.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	43.0	30.0	0.0	14.0	0.0	35.0	96.0	30.0	0.0	45.0	17.0	0.0	34.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	8.0	19.0	13.0	0.0	0.0	0.0	14.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	74.0	0.0	235.0	197.0	37.0	40.0	15.0	0.0	0.0	0.0	0.0	0.0	10.0	Eukaryota;TSAR;Stramenopiles;Gyrista;Gyrista_X;Gyrista_XX;MAST-1;MAST-1C;MAST-1C_sp.
b4f0190429927a84ecd8ac4270906796	0.0	0.0	0.0	0.0	45.0	0.0	259.0	676.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	25.0	272.0	0.0	0.0	181.0	0.0	5.0	0.0	0.0	0.0	6.0	0.0	19.0	100.0	0.0	31.0	98.0	0.0	12.0	34.0	0.0	0.0	47.0	0.0	0.0	10.0	0.0	6.0	15.0	0.0	32.0	83.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	12.0	0.0	29.0	13.0	25.0	24.0	34.0	0.0	73.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	26.0	26.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	41.0	0.0	6.0	11.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	57.0	157.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	293.0	68.0	0.0	16.0	39.0	0.0	6.0	22.0	40.0	0.0	51.0	5.0	33.0	147.0	6.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	32.0	33.0	9.0	0.0	21.0	56.0	0.0	0.0	0.0	Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Sagenista_X;MAST-4;MAST-4B;MAST-4B_sp.
c335afdd7f605e3452c94a2fc646d7a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	316.0	386.0	0.0	0.0	0.0	333.0	0.0	380.0	0.0	0.0	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.0	0.0	0.0	0.0	0.0	468.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	554.0	0.0	0.0	0.0	0.0	0.0	207.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium
